5748696,广州,广州荔支网络技术有限公司,"['绩效奖金', '专项奖金', '带薪年假', '弹性工作']",天河区,本科,开发|测试|运维类,1天前发布,高级数据分析工程师 (MJ000131),17k-34k,不限
5922955,福州,广州颐科数码科技有限公司,[],鼓楼区,本科,产品|需求|项目类,3天前发布,数据分析师,16k-22k,3-5年
5936844,成都,西南财经大学中国家庭金融调查与研究中心,[],青羊区,硕士,产品|需求|项目类,1天前发布,数据分析,6k-10k,不限
5924190,苏州,上海微创软件股份有限公司,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",工业园区,本科,产品|需求|项目类,1天前发布,数据分析工程师,10k-13k,1-3年
3867933,广州,广州市原象信息科技有限公司,"['带薪年假', '年度旅游', '扁平管理', '美女多']",海珠区,本科,开发|测试|运维类,2019-05-05,数据分析经理,18k-25k,5-10年
5927511,北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",海淀区,本科,开发|测试|运维类,1天前发布,数据分析师-企业SaaS应用,25k-50k,3-5年
5939278,北京,北京云杉世界信息技术有限公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",朝阳区,硕士,运营|编辑|客服类,1天前发布,数据分析师(J13022),15k-25k,1-3年
5931406,北京,慧科教育科技集团有限公司,"['专项奖金', '绩效奖金', '扁平管理', '氛围轻松']",海淀区,本科,开发|测试|运维类,2天前发布,数据分析讲师,20k-40k,3-5年
5932637,上海,上海游族互娱网络科技有限公司,"['五险一金', '岗位晋升', '弹性工作', '扁平管理']",徐汇区,本科,开发|测试|运维类,2天前发布,数据分析师,20k-40k,3-5年
5937106,上海,连尚（北京）网络科技有限公司,"['年度旅游', '绩效奖金', '带薪年假', '弹性工作']",浦东新区,不限,开发|测试|运维类,1天前发布,数据分析-风控,20k-30k,3-5年
5934008,北京,北京尚德在线教育科技有限公司,"['绩效奖金', '专项奖金', '五险一金', '带薪年假']",朝阳区,本科,综合职能|高级管理,2天前发布,数据分析,8k-12k,1年以下
5930614,上海,上海海万信息科技股份有限公司,[],静安区,大专,开发|测试|运维类,2天前发布,数据分析助理,5k-8k,1-3年
5927620,上海,上海欧拉网络技术有限公司,"['节日礼物', '带薪年假', '绩效奖金', '扁平管理']",浦东新区,本科,金融类,1天前发布,数据分析建模师,30k-50k,3-5年
5937449,杭州,杭州大搜车汽车服务有限公司,"['技能培训', 'Geek', '开放', '扁平管理']",余杭区,本科,产品|需求|项目类,1天前发布,资深数据分析师03-06-153,15k-25k,3-5年
5933352,广州,北京汇通天下物联科技有限公司,"['节日礼物', '技能培训', '专项奖金', '绩效奖金']",越秀区,本科,市场|商务类,2天前发布,数据分析主管(J12918),10k-15k,3-5年
5933063,上海,上海鱼泡泡信息科技有限公司,"['年底双薪', '带薪年假', '年度旅游', '岗位晋升']",徐汇区,本科,产品|需求|项目类,1天前发布,数据分析师,20k-30k,3-5年
5932388,上海,上海视互力商贸有限公司,"['绩效奖金', '专项奖金', '五险一金', '带薪年假']",嘉定区,本科,产品|需求|项目类,2天前发布,数据分析,8k-10k,应届毕业生
5927277,杭州,北京东方国信科技股份有限公司,"['大数据软件', '技能培训', '节日礼物', '年底双薪']",西湖区,本科,产品|需求|项目类,3天前发布,数据分析师,10k-18k,3-5年
5937348,北京,小船出海教育科技（北京）有限公司,"['股票期权', '免费三餐', '打车报销', '14薪']",海淀区,本科,产品|需求|项目类,1天前发布,数据分析(J12147),10k-20k,1-3年
4109435,广州,广州市原象信息科技有限公司,"['带薪年假', '年度旅游', '扁平管理', '美女多']",海珠区,本科,产品|需求|项目类,2019-05-05,高级数据分析师,10k-15k,1-3年
5931113,上海,上海海万信息科技股份有限公司,[],浦东新区,大专,开发|测试|运维类,2天前发布,数据分析（非开发岗）,6k-9k,1-3年
5927901,杭州,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",滨江区,本科,产品|需求|项目类,1天前发布,数据分析经理,15k-25k,不限
5926694,广州,广州弟诚商贸有限公司,[],天河区,不限,产品|需求|项目类,3天前发布,数据分析,4k-6k,1-3年
5719849,北京,北京融七牛信息技术有限公司,"['股票期权', '专项奖金', '通讯津贴', '带薪年假']",海淀区,本科,开发|测试|运维类,1天前发布,数据分析高级经理,15k-30k,3-5年
5933090,上海,瑞安管理（上海）有限公司,[],黄浦区,本科,市场|商务类,2天前发布,数据分析经理,25k-33k,5-10年
5939129,北京,深圳市活力天汇科技股份有限公司,"['技能培训', '带薪年假', '扁平管理', '绩效津贴']",朝阳区,大专,运营|编辑|客服类,1天前发布,数据分析实习生,6k-9k,应届毕业生
5934928,长沙,长沙蜜獾信息科技有限公司,"['年底双薪', '技能培训', '绩效奖金', '年度旅游']",岳麓区,不限,产品|需求|项目类,1天前发布,初级数据分析师,3k-6k,不限
5938876,深圳,无忧办（深圳）咨询有限公司,[],南山区,本科,产品|需求|项目类,1天前发布,数据分析师,15k-20k,1-3年
5928686,武汉,安居客集团,"['技能培训', '绩效奖金', '岗位晋升', '管理规范']",武昌区,本科,产品|需求|项目类,2天前发布,数据分析师,8k-15k,5-10年
5937788,深圳,深圳市惠享网络科技有限公司,[],龙岗区,本科,产品|需求|项目类,1天前发布,数据分析师,8k-12k,1-3年
5936926,北京,北京百墨佳科技有限公司,[],朝阳区,本科,产品|需求|项目类,1天前发布,数据分析总监/专家,50k-100k,5-10年
5930532,成都,成都智信电子技术有限公司,"['股票期权', '绩效奖金', '带薪年假', '午餐补助']",成华区,本科,产品|需求|项目类,2天前发布,数据分析师,6k-8k,1-3年
5937098,北京,北京天鹏恒宇科技发展有限公司,"['绩效奖金', '五险一金', '带薪年假', '午餐补助']",海淀区,硕士,开发|测试|运维类,1天前发布,R语言数据分析师,15k-30k,1-3年
5923440,北京,上海微创软件股份有限公司,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",海淀区,本科,开发|测试|运维类,1天前发布,数据分析与模型开发工程师,8k-10k,不限
5932119,深圳,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",南山区,本科,产品|需求|项目类,1天前发布,数据分析师,8k-15k,1-3年
5923440,北京,上海微创软件股份有限公司,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",海淀区,本科,开发|测试|运维类,1天前发布,数据分析与模型开发工程师,8k-10k,不限
5932220,北京,度小满科技（北京）有限公司,"['年底双薪', '五险一金', '弹性工作', '节日礼物']",海淀区,本科,产品|需求|项目类,2天前发布,高级数据分析师,25k-50k,5-10年
5933936,北京,北京小鹏汽车有限公司,[],海淀区,本科,开发|测试|运维类,2天前发布,资深数据分析师,15k-30k,1-3年
5933898,北京,时趣互动（北京）科技有限公司,"['弹性工作', '年终奖金', '个性福利', '带薪年假']",朝阳区,本科,产品|需求|项目类,1天前发布,校招-数据分析师,6k-8k,应届毕业生
5933009,上海,上海房多多网络科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",闸北区,不限,产品|需求|项目类,2天前发布,数据分析,10k-20k,1-3年
5929512,杭州,杭州颉码能源科技有限公司,[],滨江区,本科,产品|需求|项目类,2天前发布,数据分析,10k-15k,1-3年
5935113,北京,泰康之家（北京）投资有限公司,"['年底双薪', '带薪年假', '绩效奖金', '年度旅游']",朝阳区,本科,产品|需求|项目类,1天前发布,数据分析师,20k-35k,5-10年
5936306,深圳,深圳市恒易嘉德科技有限公司,[],南山区,本科,产品|需求|项目类,1天前发布,数据分析师,15k-25k,3-5年
5934445,杭州,北京东方国信科技股份有限公司,"['大数据软件', '技能培训', '节日礼物', '年底双薪']",西湖区,本科,产品|需求|项目类,1天前发布,数据分析师,10k-20k,不限
5937472,北京,北京有大家科技有限公司,"['带薪年假', '领导好', '扁平管理', '节日礼物']",朝阳区,本科,开发|测试|运维类,1天前发布,数据分析师,6k-12k,1-3年
5932835,北京,北京捷翊汽车租赁有限责任公司,[],朝阳区,本科,运营|编辑|客服类,2天前发布,数据分析师,8k-12k,1-3年
